age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
39,student,single,tertiary,no,2103,no,no,cellular,2,588,1,-1,0,unknown,yes
34,blue-collar,married,primary,no,3,yes,no,telephone,8,26,1,-1,0,unknown,no
32,admin.,married,tertiary,no,176,yes,no,cellular,25,50,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,1837,yes,no,cellular,18,109,2,-1,0,unknown,no
33,management,single,tertiary,no,2667,yes,no,cellular,18,57,1,180,3,failure,no
43,admin.,married,secondary,no,0,yes,no,cellular,4,175,1,-1,0,unknown,no
40,management,married,tertiary,no,158,no,no,telephone,30,712,2,-1,0,unknown,yes
43,blue-collar,married,secondary,no,833,no,no,cellular,17,156,1,-1,0,unknown,no
54,housemaid,married,primary,no,3304,no,yes,cellular,25,90,7,-1,0,unknown,no
29,blue-collar,married,secondary,no,-493,yes,no,cellular,18,536,2,334,4,failure,yes
53,retired,married,secondary,no,1554,no,no,unknown,5,138,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,226,no,no,telephone,4,170,2,212,2,failure,no
68,retired,single,tertiary,no,2144,no,no,cellular,22,277,1,184,2,success,yes
52,admin.,divorced,secondary,no,3029,yes,yes,cellular,12,65,2,285,2,failure,no
49,management,married,tertiary,no,1808,yes,no,cellular,1,205,1,95,1,success,yes
47,admin.,married,secondary,no,257,yes,no,unknown,15,484,11,-1,0,unknown,no
36,unemployed,married,secondary,no,923,no,no,unknown,27,6,1,-1,0,unknown,no
40,entrepreneur,married,secondary,no,264,yes,no,unknown,14,222,2,-1,0,unknown,no
57,management,married,tertiary,no,-22,yes,no,unknown,28,463,1,-1,0,unknown,no
28,admin.,single,secondary,no,1408,no,no,cellular,13,166,1,78,2,failure,no
39,management,single,tertiary,no,2357,yes,no,cellular,20,64,3,273,1,failure,no
26,blue-collar,married,secondary,no,818,no,no,cellular,9,226,2,-1,0,unknown,no
53,retired,married,secondary,no,4968,no,no,cellular,8,94,1,333,1,other,no
29,management,single,tertiary,no,266,no,no,cellular,12,176,1,185,1,failure,no
24,technician,married,secondary,no,556,yes,no,cellular,18,460,2,-1,0,unknown,yes
44,technician,married,secondary,no,267,no,no,cellular,22,520,2,-1,0,unknown,yes
51,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,13,79,2,-1,0,unknown,yes
49,blue-collar,married,secondary,no,366,yes,yes,unknown,30,191,3,-1,0,unknown,no
58,management,divorced,tertiary,no,5037,yes,no,cellular,18,1437,2,-1,0,unknown,yes
65,management,married,secondary,no,5251,no,no,telephone,14,226,5,-1,0,unknown,no
40,admin.,married,secondary,no,67,no,yes,unknown,20,70,5,-1,0,unknown,no
54,management,married,secondary,no,4080,no,no,unknown,5,140,1,-1,0,unknown,no
45,blue-collar,married,primary,no,492,no,no,cellular,29,141,2,-1,0,unknown,no
37,technician,divorced,tertiary,no,1174,yes,no,cellular,7,436,1,140,2,failure,no
42,unemployed,married,tertiary,no,0,no,no,cellular,8,113,1,-1,0,unknown,no
57,management,married,primary,no,772,yes,no,telephone,8,201,1,292,1,failure,no
59,housemaid,married,secondary,no,345,no,no,unknown,9,38,1,-1,0,unknown,no
35,management,married,tertiary,no,62,no,no,cellular,7,226,2,88,4,success,yes
43,technician,single,secondary,no,799,yes,yes,unknown,29,13,3,-1,0,unknown,no
24,blue-collar,single,secondary,no,327,yes,no,unknown,28,333,2,-1,0,unknown,no
27,blue-collar,single,primary,no,431,yes,no,unknown,15,286,2,-1,0,unknown,no
30,technician,divorced,secondary,no,0,no,no,cellular,21,101,1,-1,0,unknown,no
45,admin.,married,secondary,no,1501,yes,no,cellular,13,189,3,-1,0,unknown,no
44,housemaid,married,primary,no,0,no,no,cellular,20,174,5,-1,0,unknown,no
54,retired,divorced,primary,no,22,no,no,unknown,20,23,4,-1,0,unknown,no
56,retired,married,secondary,no,5737,no,no,cellular,5,11,5,-1,0,unknown,no
40,self-employed,married,primary,no,771,yes,no,unknown,14,166,1,-1,0,unknown,no
30,technician,single,tertiary,no,4561,yes,no,cellular,14,103,2,-1,0,unknown,no
60,retired,single,secondary,no,-14,yes,no,unknown,20,121,3,-1,0,unknown,no
32,blue-collar,single,secondary,no,2696,yes,no,cellular,20,564,2,183,1,failure,no
33,blue-collar,married,primary,no,276,no,no,unknown,30,224,2,-1,0,unknown,no
61,retired,married,primary,no,1720,no,no,cellular,12,150,1,463,5,failure,no
28,services,single,secondary,no,159,yes,no,telephone,12,345,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,223,yes,no,cellular,14,144,2,-1,0,unknown,no
64,retired,married,secondary,no,4787,no,no,cellular,28,501,1,-1,0,unknown,yes
47,entrepreneur,married,tertiary,no,416,yes,yes,telephone,11,87,2,-1,0,unknown,no
26,student,married,secondary,no,289,no,no,cellular,29,220,1,-1,0,unknown,no
27,technician,single,tertiary,no,149,no,yes,cellular,30,283,1,-1,0,unknown,no
51,management,married,tertiary,no,1355,yes,no,unknown,3,272,1,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,355,yes,no,unknown,16,261,1,-1,0,unknown,no
38,admin.,married,secondary,no,1933,yes,no,cellular,16,622,1,-1,0,unknown,no
43,management,married,tertiary,no,291,yes,no,unknown,9,150,2,-1,0,unknown,no
36,self-employed,married,tertiary,no,307,yes,no,cellular,14,341,1,330,2,other,no
30,technician,married,secondary,no,1660,yes,no,cellular,30,236,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,249,yes,no,cellular,29,235,3,262,5,failure,no
54,blue-collar,married,primary,no,1311,no,no,telephone,15,485,3,184,3,failure,yes
36,management,married,tertiary,no,502,yes,no,unknown,21,509,1,-1,0,unknown,no
23,admin.,single,secondary,no,290,yes,no,unknown,12,163,4,-1,0,unknown,no
40,admin.,married,secondary,no,419,yes,yes,cellular,12,92,1,369,1,failure,no
29,services,single,secondary,no,612,no,no,cellular,5,47,1,198,5,other,no
34,admin.,married,secondary,no,804,yes,no,cellular,23,256,9,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,2048,no,yes,cellular,14,123,1,-1,0,unknown,no
49,housemaid,married,secondary,no,7317,yes,no,unknown,8,140,1,-1,0,unknown,no
28,admin.,single,secondary,no,6100,no,no,unknown,27,333,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,137,no,no,unknown,20,252,3,-1,0,unknown,no
42,housemaid,married,unknown,no,302,yes,no,cellular,11,342,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,2909,no,no,cellular,6,205,7,-1,0,unknown,no
26,blue-collar,single,secondary,no,37,no,yes,cellular,28,301,2,-1,0,unknown,no
42,technician,married,secondary,no,297,no,no,unknown,20,65,1,-1,0,unknown,no
55,management,divorced,tertiary,no,141,yes,no,cellular,28,154,5,-1,0,unknown,no
37,management,married,secondary,no,209,no,no,cellular,14,183,3,528,7,unknown,no
35,services,married,secondary,no,52,yes,no,cellular,2,378,4,-1,0,unknown,yes
31,technician,married,secondary,no,17,yes,yes,unknown,6,120,1,-1,0,unknown,no
27,self-employed,married,tertiary,no,0,no,yes,cellular,28,133,4,-1,0,unknown,no
28,admin.,married,secondary,no,-97,yes,no,cellular,29,79,1,225,2,success,no
34,technician,single,secondary,no,1161,yes,no,cellular,20,17,5,334,1,failure,no
38,services,single,secondary,no,167,yes,no,cellular,7,255,2,-1,0,unknown,no
53,retired,married,secondary,no,1296,yes,no,unknown,17,115,1,-1,0,unknown,no
50,services,married,secondary,no,1321,no,no,unknown,17,271,2,-1,0,unknown,no
25,blue-collar,married,primary,no,-83,yes,no,unknown,11,211,17,-1,0,unknown,no
52,blue-collar,divorced,primary,yes,-183,yes,no,unknown,6,145,1,-1,0,unknown,no
42,self-employed,divorced,tertiary,no,0,no,no,unknown,11,694,2,-1,0,unknown,no
60,retired,married,secondary,no,2077,yes,no,unknown,14,163,1,-1,0,unknown,no
60,housemaid,divorced,primary,no,1412,no,no,cellular,22,127,4,-1,0,unknown,no
56,blue-collar,married,primary,no,373,yes,no,unknown,27,269,1,-1,0,unknown,no
30,technician,married,secondary,no,66,no,yes,cellular,5,239,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,489,1,178,2,failure,yes
28,management,married,tertiary,no,1246,no,no,cellular,4,239,2,-1,0,unknown,no
32,technician,single,secondary,no,1089,no,no,cellular,6,125,2,-1,0,unknown,no
35,technician,single,secondary,no,634,yes,no,cellular,29,122,2,-1,0,unknown,no
44,technician,divorced,secondary,no,399,yes,no,unknown,16,148,9,-1,0,unknown,no
30,admin.,divorced,secondary,no,370,yes,no,unknown,15,160,1,-1,0,unknown,no
50,management,divorced,tertiary,no,1349,yes,yes,cellular,28,326,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,230,yes,yes,cellular,21,38,1,-1,0,unknown,no
35,admin.,married,secondary,no,498,yes,no,unknown,21,248,1,-1,0,unknown,no
34,management,single,tertiary,no,417,yes,no,cellular,12,155,10,149,5,failure,no
56,management,married,primary,no,31,yes,no,cellular,12,215,2,-1,0,unknown,no
31,admin.,single,secondary,no,78,no,no,unknown,20,572,1,-1,0,unknown,no
35,technician,married,tertiary,no,0,yes,yes,cellular,26,135,3,363,2,failure,no
54,services,married,secondary,no,193,no,no,unknown,6,179,1,-1,0,unknown,no
44,blue-collar,divorced,secondary,no,-1,no,yes,cellular,15,194,5,-1,0,unknown,no
37,admin.,married,secondary,no,0,yes,no,unknown,20,26,6,-1,0,unknown,no
27,management,single,tertiary,no,1623,no,no,cellular,9,161,1,190,1,success,no
61,retired,married,secondary,no,1058,no,no,cellular,27,218,2,91,3,success,yes
34,management,single,tertiary,no,1612,no,no,cellular,27,108,22,-1,0,unknown,no
39,management,single,tertiary,no,0,yes,no,cellular,18,224,3,-1,0,unknown,yes
50,self-employed,married,secondary,no,36,no,no,cellular,13,104,10,-1,0,unknown,no
32,technician,married,tertiary,no,60,no,no,cellular,19,153,7,-1,0,unknown,no
35,blue-collar,single,secondary,no,278,no,no,cellular,2,60,1,-1,0,unknown,no
39,blue-collar,married,primary,no,118,no,no,cellular,3,906,1,-1,0,unknown,yes
60,management,married,unknown,no,1046,yes,no,unknown,24,32,3,-1,0,unknown,no
44,self-employed,single,secondary,no,125,yes,no,telephone,17,109,3,-1,0,unknown,no
41,management,divorced,tertiary,no,4329,yes,no,cellular,13,559,4,-1,0,unknown,no
38,technician,single,tertiary,no,523,no,no,cellular,8,388,1,-1,0,unknown,no
35,technician,single,tertiary,no,2012,yes,no,unknown,20,413,2,-1,0,unknown,no
48,services,married,secondary,no,35,no,no,cellular,6,232,4,-1,0,unknown,no
38,admin.,divorced,tertiary,no,86,yes,no,unknown,6,218,1,-1,0,unknown,no
39,management,married,tertiary,no,937,no,no,cellular,16,144,4,-1,0,unknown,yes
26,admin.,married,secondary,no,1641,yes,no,unknown,27,118,1,-1,0,unknown,no
34,admin.,single,secondary,no,0,yes,no,cellular,17,214,1,174,2,failure,no
42,management,divorced,tertiary,no,621,no,yes,cellular,22,87,2,-1,0,unknown,no
50,self-employed,married,primary,no,2636,yes,no,unknown,16,349,2,-1,0,unknown,no
44,blue-collar,divorced,secondary,no,-184,yes,no,cellular,18,825,2,154,3,other,no
38,unemployed,single,secondary,no,2470,yes,no,cellular,4,131,1,230,1,other,no
43,blue-collar,married,primary,no,2598,no,no,cellular,5,272,2,-1,0,unknown,no
73,retired,married,unknown,no,519,no,no,telephone,26,270,3,133,2,success,yes
40,self-employed,single,tertiary,no,10346,no,no,cellular,15,491,2,207,1,other,yes
36,management,single,tertiary,no,1339,yes,no,cellular,11,136,1,-1,0,unknown,no
34,self-employed,married,tertiary,no,0,no,no,cellular,28,730,11,-1,0,unknown,yes
47,admin.,married,unknown,no,989,no,no,unknown,19,116,1,-1,0,unknown,no
40,blue-collar,married,primary,no,409,yes,no,unknown,15,191,1,-1,0,unknown,no
35,management,single,tertiary,no,1632,yes,no,unknown,2,430,2,-1,0,unknown,no
61,retired,divorced,secondary,no,927,no,no,cellular,30,427,3,-1,0,unknown,yes
34,management,single,tertiary,no,681,no,no,cellular,6,637,2,-1,0,unknown,yes
48,blue-collar,single,primary,no,755,yes,no,cellular,29,65,2,-1,0,unknown,no
35,blue-collar,single,secondary,no,4963,yes,no,cellular,14,456,1,300,1,failure,yes
34,blue-collar,single,primary,no,85,no,no,unknown,16,136,1,-1,0,unknown,no
34,housemaid,married,secondary,no,4,yes,no,cellular,8,81,2,-1,0,unknown,no
45,management,married,tertiary,no,1300,no,no,cellular,30,135,3,-1,0,unknown,no
35,management,divorced,tertiary,no,146,no,no,cellular,6,720,2,-1,0,unknown,yes
52,entrepreneur,married,secondary,no,330,no,yes,cellular,4,228,1,-1,0,unknown,no
39,blue-collar,married,primary,no,292,no,no,unknown,12,394,1,-1,0,unknown,no
26,management,single,tertiary,no,1438,no,no,cellular,27,321,1,449,1,other,yes
29,blue-collar,married,secondary,no,975,yes,no,unknown,27,265,2,-1,0,unknown,no
34,admin.,divorced,secondary,no,183,no,yes,unknown,4,88,1,-1,0,unknown,no
34,self-employed,married,tertiary,no,442,yes,no,cellular,30,69,1,164,2,other,no
29,admin.,single,secondary,no,382,yes,no,unknown,12,460,1,-1,0,unknown,no
29,technician,single,tertiary,no,-803,yes,yes,cellular,6,827,1,329,9,failure,no
48,entrepreneur,single,tertiary,no,2313,no,no,unknown,6,130,1,-1,0,unknown,no
38,technician,divorced,secondary,no,531,no,no,cellular,29,214,3,226,7,failure,no
45,management,married,tertiary,no,126,yes,no,cellular,20,92,1,342,1,failure,no
32,technician,single,secondary,no,945,no,no,cellular,4,312,3,-1,0,unknown,no
51,entrepreneur,married,tertiary,yes,4,yes,no,cellular,18,80,1,-1,0,unknown,no
32,blue-collar,married,primary,no,0,yes,no,unknown,20,142,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,-76,no,no,cellular,29,173,1,164,4,other,no
28,technician,single,secondary,yes,-1042,yes,no,unknown,6,712,2,-1,0,unknown,yes
67,retired,married,tertiary,no,1948,no,no,cellular,2,844,2,155,5,success,no
57,self-employed,married,tertiary,no,3012,no,no,telephone,20,98,4,-1,0,unknown,no
54,management,married,tertiary,no,0,yes,no,cellular,24,140,2,-1,0,unknown,no
46,blue-collar,married,primary,no,977,no,yes,telephone,2,436,3,-1,0,unknown,yes
33,blue-collar,married,secondary,no,3259,yes,no,unknown,20,182,1,-1,0,unknown,no
34,management,married,secondary,no,857,yes,no,cellular,22,238,6,-1,0,unknown,no
40,management,married,tertiary,no,12409,yes,no,cellular,12,196,2,-1,0,unknown,no
43,management,single,tertiary,no,1696,yes,no,cellular,26,257,1,474,3,failure,yes
56,blue-collar,divorced,primary,no,5041,yes,no,unknown,15,158,1,-1,0,unknown,no
47,services,married,secondary,no,1306,yes,no,unknown,9,252,4,-1,0,unknown,no
33,management,single,tertiary,no,3161,yes,no,cellular,2,313,3,-1,0,unknown,yes
61,housemaid,married,primary,no,2580,no,no,cellular,16,270,3,202,7,other,yes
55,services,divorced,secondary,no,322,yes,no,cellular,28,342,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,131,yes,no,unknown,9,137,2,-1,0,unknown,no
46,blue-collar,married,primary,no,101,yes,no,cellular,11,422,1,364,5,success,no
37,blue-collar,married,secondary,no,15801,yes,no,unknown,14,456,9,-1,0,unknown,no
53,technician,married,secondary,no,8417,yes,no,unknown,14,435,1,-1,0,unknown,no
42,admin.,married,secondary,no,329,no,no,cellular,19,347,3,-1,0,unknown,no
26,blue-collar,married,secondary,no,284,yes,no,unknown,27,301,1,-1,0,unknown,no
30,services,married,tertiary,no,81,no,no,cellular,22,145,1,-1,0,unknown,yes
34,technician,single,secondary,no,2583,no,no,cellular,28,64,1,95,2,failure,no
48,housemaid,divorced,primary,no,1583,no,yes,telephone,18,494,2,-1,0,unknown,no
46,technician,married,unknown,no,3308,no,no,cellular,28,219,2,-1,0,unknown,yes
43,management,divorced,tertiary,no,0,yes,no,cellular,21,111,1,-1,0,unknown,no
22,management,single,tertiary,no,104,no,yes,cellular,18,509,1,185,3,success,yes
54,unemployed,married,secondary,no,3250,no,no,cellular,31,94,3,-1,0,unknown,no
45,blue-collar,married,primary,no,4170,yes,yes,unknown,20,114,3,-1,0,unknown,no
41,blue-collar,married,secondary,no,49,yes,no,cellular,15,342,2,-1,0,unknown,no
70,retired,married,primary,no,2346,no,no,cellular,1,421,1,97,6,success,no
46,management,divorced,tertiary,no,665,yes,no,cellular,2,158,2,207,1,other,no
44,housemaid,married,primary,no,41,no,no,cellular,22,299,1,-1,0,unknown,no
55,services,divorced,primary,no,96,yes,yes,unknown,5,311,2,-1,0,unknown,no
58,retired,married,primary,no,4158,no,no,cellular,13,455,2,-1,0,unknown,yes
44,blue-collar,single,primary,no,787,yes,no,unknown,30,570,2,-1,0,unknown,no
49,management,single,primary,no,548,no,no,telephone,31,115,6,-1,0,unknown,no
26,blue-collar,single,secondary,no,1006,yes,no,cellular,14,667,1,-1,0,unknown,yes
52,management,married,primary,no,226,yes,no,unknown,9,86,4,-1,0,unknown,no
36,blue-collar,married,tertiary,yes,-530,yes,no,cellular,21,36,2,-1,0,unknown,no
38,blue-collar,married,primary,no,4406,yes,no,telephone,13,689,2,-1,0,unknown,yes
43,admin.,single,unknown,no,87,yes,no,unknown,7,328,2,-1,0,unknown,no
32,blue-collar,married,primary,no,1644,no,no,cellular,7,492,3,102,5,other,yes
40,blue-collar,married,primary,yes,-23,no,yes,cellular,7,756,3,-1,0,unknown,no
29,management,single,tertiary,no,1673,no,no,cellular,16,200,2,159,3,other,no
35,management,single,tertiary,no,175,yes,yes,cellular,21,53,1,-1,0,unknown,no
60,retired,married,primary,no,22018,no,no,unknown,6,177,2,-1,0,unknown,no
31,unemployed,single,primary,no,163,no,no,cellular,30,707,2,2,1,other,yes
30,services,single,secondary,no,193,yes,no,cellular,29,326,1,244,2,failure,no
43,blue-collar,married,secondary,no,2374,no,no,cellular,20,316,2,264,2,failure,no
37,blue-collar,married,unknown,no,897,yes,no,cellular,7,339,2,-1,0,unknown,no
42,admin.,single,secondary,no,-149,yes,yes,cellular,8,33,1,-1,0,unknown,no
23,services,single,secondary,no,31,no,no,cellular,1,192,1,-1,0,unknown,yes
39,blue-collar,married,secondary,no,860,yes,no,cellular,8,312,1,-1,0,unknown,no
43,management,married,secondary,no,373,yes,no,unknown,28,54,1,-1,0,unknown,no
29,admin.,single,secondary,no,428,yes,yes,cellular,7,54,1,345,2,failure,no
30,admin.,single,secondary,no,1450,yes,no,cellular,18,298,1,355,1,failure,no
49,management,divorced,tertiary,no,557,yes,no,cellular,29,145,1,223,5,failure,no
35,blue-collar,married,secondary,no,-339,yes,no,unknown,8,389,2,-1,0,unknown,no
36,management,single,tertiary,no,260,yes,no,cellular,7,49,1,-1,0,unknown,no
35,blue-collar,single,secondary,no,0,yes,no,cellular,16,1174,1,345,4,other,yes
34,unemployed,married,tertiary,no,425,no,no,cellular,3,289,2,-1,0,unknown,no
27,blue-collar,married,secondary,no,1028,yes,yes,cellular,14,580,1,329,1,failure,no
36,management,married,tertiary,no,1100,yes,no,cellular,18,93,1,-1,0,unknown,no
46,services,married,secondary,no,25,no,yes,unknown,25,167,2,-1,0,unknown,no
39,blue-collar,single,secondary,no,649,yes,no,cellular,15,668,1,-1,0,unknown,yes
43,unemployed,married,tertiary,no,0,no,no,cellular,18,464,1,94,2,success,yes
34,admin.,single,secondary,no,266,yes,no,cellular,6,437,2,-1,0,unknown,no
30,services,single,secondary,no,631,yes,no,cellular,18,98,1,-1,0,unknown,no
35,entrepreneur,single,secondary,no,12961,yes,no,unknown,21,272,2,-1,0,unknown,no
35,services,married,secondary,no,0,no,no,unknown,9,115,4,-1,0,unknown,no
47,unknown,divorced,primary,no,0,no,no,cellular,7,240,1,-1,0,unknown,no
